action1,action2,action3
-0.81453335,0.10857564,-0.43738723
-0.7885074,0.14319134,-0.5254817
-0.8054931,0.1857213,-0.5850776
-0.83484054,0.22099435,-0.65153676
-0.8539559,0.24940549,-0.7311024
-0.8592274,0.25216594,-0.8214764
-0.83596176,0.21524328,-0.91502845
-0.7792614,0.12625599,-1.0017475
-0.69068366,-0.014895309,-1.0762405
-0.57873446,-0.19820984,-1.1391745
-0.45328477,-0.40771714,-1.1969035
-0.3232504,-0.6282957,-1.2588396
-0.19435392,-0.8515256,-1.3335134
-0.066530734,-1.0797065,-1.4254452
-0.035990782,-1.3796427,-1.4754378
-0.03439883,-1.6730467,-1.5237298
-0.02334753,-1.9468608,-1.5790187
-0.024306994,-2.1754367,-1.6206414
-0.0439486,-2.3405511,-1.6366898
-0.08088158,-2.440069,-1.6147839
-0.13757262,-2.47064,-1.5409046
-0.22213848,-2.4243517,-1.4035896
-0.3716462,-2.2539322,-1.1713301
-0.6129461,-1.9039892,-0.8199916
-0.8261745,-1.4958196,-0.41770414
-1.1215881,-0.69240505,0.07333846
-0.9729062,0.24499263,0.2613171
-1.024715,1.1052505,0.41445518
-1.1141044,1.5137205,0.5552181
-1.0706445,1.6583405,0.63826984
-1.0025219,1.6611929,0.6513538
-0.9467256,1.5096062,0.5919119
-0.9058402,1.1835628,0.46684554
-0.86592174,0.7085532,0.3297007
-0.82348233,0.14173947,0.21890853
-0.565208,-0.07086042,0.049369246
-0.45006162,-0.19975072,-0.034516387
-0.41520226,-0.25504968,-0.072382204
-0.43059778,-0.25656593,-0.07843897
-0.47119176,-0.22276534,-0.061421618
-0.519871,-0.1730162,-0.029097553
-0.5649591,-0.12160975,0.010788343
-0.6011689,-0.07698743,0.053061306
-0.6270581,-0.042596515,0.095437005
-0.64325416,-0.019123947,0.13740706
-0.6508165,-0.0053266105,0.1786964
-0.65104777,0.0016711365,0.21863881
-0.6454927,0.0061334167,0.25622508
-0.6359732,0.0127510205,0.29059002
-0.6362017,0.104907066,0.38231522
-0.44078013,0.23390259,0.40499243
-0.0017391746,0.33300343,0.3151258
0.21780871,0.2519473,0.2691871
0.38887215,0.33660537,0.34349555
0.47328338,0.20061177,0.64337593
0.4673864,-0.036883246,0.83149487
0.46983713,-0.15601152,0.9472065
0.49143595,-0.21843491,1.015042
0.5332209,-0.24632055,1.0539173
0.5906021,-0.25095144,1.0739381
0.65694326,-0.2407409,1.0806177
0.7257698,-0.22208495,1.077189
0.79171073,-0.1993265,1.0656412
0.85064924,-0.17510079,1.0471355
0.89954084,-0.1508885,1.0221667
0.9361585,-0.12748684,0.99063075
0.95886844,-0.105294265,0.9518927
0.9664396,-0.084474,0.90489256
0.9579067,-0.065056175,0.84828955
0.9324839,-0.047026288,0.7806578
0.8895403,-0.030416539,0.70071924
0.8286366,-0.0153765315,0.60760367
0.7496121,-0.0022383085,0.50111675
0.6527285,0.009141871,0.38281417
0.53828907,0.01794773,0.2546097
-0.042841103,0.5822653,-0.017435977
-1.7628864,1.5361184,-0.2440776
-1.9775122,2.0856347,-0.58850163
-1.9823873,2.3271596,-0.78163856
-1.788265,2.3247705,-0.9873359
-1.3904984,2.1620464,-1.131777
-0.92819726,1.7084249,-1.3245066
-0.7125252,0.8548726,-1.5507084
-0.74655235,0.3344632,-1.6358832
-0.65453947,-0.1881179,-1.5678352
-0.30332285,-0.8767432,-1.4250519
1.8217094,-0.16892828,-2.397693
2.2265012,-0.57524395,-2.6812198
2.2665894,-1.217844,-2.6272786
2.1308177,-1.7786521,-2.5261228
1.9607992,-2.2005696,-2.43598
1.7839285,-2.495483,-2.3392756
1.588,-2.6686833,-2.209346
1.3472521,-2.685796,-2.0135946
0.99668354,-2.5023212,-1.7273995
0.47605994,-2.0768352,-1.2907057
-0.21336451,-1.3983718,-0.6387096
-0.7744018,-0.7962783,0.08405971
-1.0544702,-0.5626024,0.6383875
-1.2909762,0.0072489087,0.9466914
-1.3715091,0.7486795,1.0294459
-1.4679863,1.5863309,1.0717689
-1.3519262,2.0321236,1.1220313
-1.1550034,2.1542127,1.1343125
-0.7592712,2.1827233,1.0804839
-0.38936043,2.1423643,0.9316352
-0.33918357,2.0141566,0.7001174
-0.537639,1.6885314,0.3821225
-0.84852517,1.2402178,0.11820472
-0.8053826,1.0079519,-0.012032083
-0.7629866,0.68037146,-0.13821775
-0.7233765,0.33435863,-0.20329596
-0.5610276,0.08884554,-0.24578795
-0.496205,-0.16137463,-0.25520694
-0.42921713,-0.3132971,-0.23088208
-0.42100638,-0.4193813,-0.18087107
-0.42282695,-0.4588192,-0.11417111
-0.45236772,-0.46614772,-0.039813224
-0.483183,-0.44057336,0.034252692
-0.52132416,-0.40280706,0.102254644
-0.55305564,-0.35363004,0.15962675
-0.5817436,-0.30272394,0.20496649
-0.60209733,-0.24978822,0.23835982
-0.61700875,-0.1985099,0.26212293
-0.6256074,-0.14857975,0.2787142
-0.62984484,-0.10140835,0.2910293
-0.49677682,0.0121301515,0.2657769
-0.06994394,0.2128537,0.15496694
0.08147308,0.19560517,0.10853136
0.15824923,0.12635136,0.08524222
0.22270249,0.0557535,0.07453797
0.30090055,0.041655168,0.3535294
0.3463889,-0.19569655,0.5332606
0.41660443,-0.27236554,0.6397306
0.49216515,-0.26736504,0.6991097
0.56198066,-0.24117932,0.73480487
0.62503767,-0.2159104,0.7595068
0.6836385,-0.19663571,0.77861124
0.7401963,-0.18276289,0.79423785
0.7962516,-0.17244606,0.8072391
0.8524067,-0.16397801,0.81801355
0.9085354,-0.15610297,0.8268126
0.9640183,-0.1479941,0.83382964
1.0179306,-0.13915096,0.83921885
1.0691705,-0.1292975,0.8430643
1.1165353,-0.11831975,0.84534156
1.1587796,-0.106231935,0.8458526
1.1946536,-0.093147635,0.84415907
1.2229325,-0.07925237,0.8395121
1.242429,-0.06476122,0.830791
1.2519971,-0.049866278,0.8164681
1.2504985,-0.034684952,0.79460335
1.2367525,-0.019229248,0.7628864
1.2094643,-0.0034060779,0.7187157
1.1671425,0.012957264,0.6593228
1.108021,0.030065076,0.58192676
1.0300002,0.04809004,0.48393527
0.93066484,0.067909755,0.36424518
0.80678433,0.08880899,0.22131157
0.6549693,0.109755665,0.054462187
0.47193193,0.1295061,-0.13485835
0.24955592,0.18583354,-0.28821915
-0.051749706,0.25561914,-0.40977913
-0.46090028,0.32094097,-0.50273895
-0.9986117,0.37287387,-0.559559
-1.9898123,1.485917,-0.6582858
-2.331249,2.0909224,-0.7735546
-2.2890542,2.2064617,-1.0347574
-2.0308151,2.003664,-1.1550688
-1.3657973,1.277194,-1.4593719
-0.6851906,0.7118424,-1.681793
-0.7410789,0.17329967,-1.6477981
-0.5976524,-0.42578182,-1.5015736
1.5671937,-0.28205854,-2.2862175
2.2372136,-0.4427769,-2.7513182
2.3723195,-1.1628481,-2.6845262
2.290345,-1.792028,-2.5522602
2.1414232,-2.2808444,-2.4257076
1.9723547,-2.620305,-2.2974074
1.7805703,-2.8122025,-2.140293
1.5387983,-2.8384156,-1.9306612
1.1857754,-2.6534894,-1.6464522
0.6708178,-2.21672,-1.2212691
-0.029213157,-1.4802121,-0.54723877
-0.62685347,-0.7956461,0.22632954
-1.0046219,-0.26899928,0.6723588
-1.2057714,0.23418157,0.7873391
-1.3656502,0.84178656,0.870144
-1.4813198,1.5604631,0.9179149
-1.3899401,1.7831305,0.9853826
-1.2174215,1.8758632,0.9972777
-0.74881905,1.906504,0.95710796
-0.48170608,1.8157405,0.7808205
-0.5348066,1.5680622,0.48815116
-0.8067037,1.2279316,0.19337565
-0.8676947,1.039458,0.036643583
-0.79512745,0.81852436,-0.11551052
-0.7625818,0.47850406,-0.2611612
-0.6219923,0.23602293,-0.31110132
-0.5337342,-0.030330608,-0.325758
-0.45259225,-0.23793332,-0.30349195
-0.41610104,-0.39015847,-0.25067964
-0.40224364,-0.47508255,-0.17727959
-0.4160646,-0.5098352,-0.09273366
-0.4429333,-0.5022064,-0.004775975
-0.48076695,-0.4693805,0.080021895
-0.519676,-0.42016014,0.15509148
-0.55653334,-0.3637443,0.21556172
-0.586642,-0.30388534,0.2591674
-0.6095856,-0.24418275,0.2873764
-0.62509346,-0.18606886,0.3039873
-0.63444626,-0.13100676,0.31357333
-0.6385517,-0.08005802,0.3200171
-0.6382432,-0.03462775,0.3263447
-0.34479153,0.15968888,0.24348216
-0.07044626,0.2694791,0.17336512
0.026573349,0.23490313,0.16092283
0.0758589,0.20448378,0.3212566
0.106210664,-0.13116206,0.5457962
0.16860732,-0.30068707,0.67010254
0.25122732,-0.32042322,0.73611206
0.331829,-0.28754,0.77278763
0.40376893,-0.24543554,0.7977087
0.466246,-0.2103077,0.8184229
0.52183586,-0.18539818,0.8370746
0.57361543,-0.16922517,0.8539233
0.6240049,-0.15916668,0.86880887
0.6745034,-0.15282474,0.88161355
0.7258021,-0.14840572,0.8923416
0.7779986,-0.14469779,0.90108764
0.83079374,-0.14092603,0.90800124
0.8836294,-0.1365981,0.91325444
0.93576944,-0.13138185,0.91701204
0.9863408,-0.12503362,0.9194083
1.0343473,-0.11736922,0.9205101
1.07868,-0.10826523,0.92026484
1.1181372,-0.09766755,0.9184412
1.1514425,-0.0856192,0.9145503
1.177285,-0.072257444,0.9077665
1.1943511,-0.057786398,0.89685565
1.2013454,-0.042435348,0.88013047
1.196989,-0.02638784,0.8554562
1.1799828,-0.009746459,0.8203102
1.1489456,0.007497629,0.7719041
1.102325,0.025442561,0.707346
1.0383054,0.044240024,0.6238368
0.95471257,0.06404074,0.51887894
0.84895325,0.08532656,0.3910414
0.71771926,0.10836177,0.23995604
0.5568708,0.13179901,0.06490906
0.3621576,0.15430717,-0.13260823
0.12188994,0.20664908,-0.30039462
-0.2000945,0.272111,-0.436513
-0.6361365,0.33309668,-0.5423482
-1.1874828,0.37877893,-0.6218259
-1.2257379,0.5069169,-0.7299673
-2.0192897,1.5707449,-0.85244834
-2.207498,2.0508358,-1.0106673
-2.078804,2.021467,-1.1336077
-1.5116233,1.3766655,-1.4297463
-0.73316514,0.83695763,-1.6623508
-0.728918,0.3335897,-1.6711067
-0.6697208,-0.25636643,-1.5252411
1.2563361,-0.6172656,-1.9827362
2.160116,-0.2844603,-2.7115633
2.3555439,-0.9632954,-2.696124
2.304918,-1.5898907,-2.576164
2.1624215,-2.0941367,-2.4593058
1.9996966,-2.457919,-2.345161
1.814843,-2.683804,-2.2101572
1.590502,-2.754692,-2.0252495
1.2756306,-2.625601,-1.7648188
0.80544555,-2.2545595,-1.3763083
0.16802078,-1.6329249,-0.7705274
-0.5600993,-0.8090746,0.058413383
-0.92545706,-0.47066945,0.67109364
-1.2110703,0.0958413,0.9033946
-1.3819535,0.70446205,0.9587972
-1.5283825,1.4824812,0.99707276
-1.468638,1.8181323,1.0650799
-1.2645422,1.9704534,1.10345
-0.7995664,2.0303757,1.0864943
-0.47197214,1.9914707,0.95572686
-0.45735115,1.8312702,0.72565234
-0.6953666,1.4604238,0.3946017
-0.9272972,1.0977526,0.1464832
-0.8106549,0.9347352,0.003975144
-0.77625966,0.62418014,-0.14501466
-0.7192829,0.2665517,-0.2578589
-0.5143829,0.060283285,-0.29407713
-0.48176312,-0.21216303,-0.2969232
-0.3934919,-0.36027238,-0.26288694
-0.3952406,-0.48138154,-0.20303445
-0.3875153,-0.517399,-0.12688312
-0.42445904,-0.52508026,-0.042524517
-0.45594934,-0.48924693,0.0412216
-0.503709,-0.44363916,0.11890784
-0.54159695,-0.38233793,0.18353613
-0.57908183,-0.3206715,0.23336802
-0.6054031,-0.25534606,0.26779595
-0.6259044,-0.19275254,0.29055047
-0.6380119,-0.13225168,0.3049813
-0.644516,-0.07677996,0.31507686
-0.6454066,-0.027348308,0.32365954
-0.3775085,0.15821277,0.245849
-0.069434255,0.29048175,0.16085482
0.03227551,0.2572819,0.14484757
0.07624162,0.21947609,0.2434985
0.11325923,-0.0796612,0.51907486
0.16868252,-0.28928897,0.66286844
0.25068086,-0.32480288,0.73925513
0.3330955,-0.2963957,0.7804204
0.40761644,-0.25466174,0.80729455
0.4727651,-0.21866478,0.82902026
0.53091633,-0.19263104,0.8483273
0.58512616,-0.175376,0.8656522
0.63783866,-0.16434504,0.8808773
0.6905696,-0.15713169,0.89389217
0.7440082,-0.15190937,0.9047094
0.79822654,-0.14743711,0.9134422
0.8528857,-0.14291713,0.9202633
0.90737903,-0.13784693,0.9253714
0.96091837,-0.13189535,0.9289619
1.0125859,-0.12483983,0.93119705
1.061349,-0.116525516,0.9321642
1.1060854,-0.10687403,0.9318247
1.1455978,-0.09588246,0.92994857
1.1786402,-0.083637945,0.92603713
1.2039524,-0.070301816,0.9192433
1.2202802,-0.056075994,0.9083028
1.2263825,-0.041148003,0.89149797
1.2210164,-0.025640586,0.8666613
1.2028832,-0.009570639,0.8312365
1.1705652,0.0071447464,0.7823903
1.1224371,0.024671372,0.7171733
1.0565853,0.043193176,0.6327118
0.9707392,0.06285962,0.52644145
0.8622365,0.08402793,0.39681467
0.7278313,0.107019626,0.24375771
0.5634648,0.1301714,0.06670078
0.36522406,0.15186165,-0.13248272
0.12242171,0.20307204,-0.30015346
-0.2008894,0.26730755,-0.43370745
-0.635957,0.3266277,-0.5343959
-1.1836395,0.37143096,-0.60322523
-1.7216843,1.1664687,-0.75030965
-2.157455,1.975384,-0.8445369
-2.1190488,2.1654756,-1.0694487
-1.8597739,2.0031438,-1.1942674
-1.1689997,1.2888263,-1.499065
-0.66879857,0.69449866,-1.6950395
-0.74959326,0.13726051,-1.650523
-0.59377664,-0.4624798,-1.4999039
1.7063589,-0.15035808,-2.3764014
2.2952049,-0.41895217,-2.7649658
2.4105504,-1.1221443,-2.6905484
2.3257132,-1.7367063,-2.56015
2.1822388,-2.2186565,-2.4365315
2.0208225,-2.55846,-2.311201
1.83512,-2.7577665,-2.159866
1.6042886,-2.7921467,-1.9533254
1.263915,-2.619018,-1.6728206
0.7594098,-2.196013,-1.2533867
0.0648772,-1.4792136,-0.5879553
-0.58878624,-0.76194185,0.20793076
-1.0050598,-0.28231293,0.730171
-1.2529626,0.23986718,0.8358745
-1.4229736,0.8505499,0.8913113
-1.52437,1.5769342,0.9406523
-1.4394034,1.8088355,1.0093468
-1.236512,1.9198905,1.0313056
-0.7819246,1.9517906,0.9922023
-0.52873665,1.865819,0.82529074
-0.5851954,1.6226046,0.5464386
-0.867513,1.2077528,0.2137932
-0.85352516,1.0526625,0.06652718
-0.7940299,0.82045084,-0.08609044
-0.7578879,0.47525606,-0.23291607
-0.62020665,0.21370676,-0.29750976
-0.5166907,-0.04078844,-0.3159328
-0.4462294,-0.25234285,-0.29852992
-0.40553215,-0.3970323,-0.24979357
-0.39763686,-0.48069194,-0.17976657
-0.41141316,-0.5100254,-0.097924255
-0.44216925,-0.50055856,-0.012083389
-0.4806893,-0.46477368,0.07078835
-0.52158266,-0.41465044,0.14448276
-0.5588074,-0.35696334,0.20418224
-0.58976567,-0.29672328,0.24802516
-0.612918,-0.23654433,0.2772775
-0.62872267,-0.17846303,0.29545113
-0.6379857,-0.12372074,0.3065797
-0.64181876,-0.073567666,0.3142552
-0.6410136,-0.02926287,0.32136333
-0.4700023,0.099986434,0.2774119
-0.11590619,0.2735457,0.19041705
0.0053409613,0.25543058,0.17377618
0.061821427,0.23075433,0.32362676
0.09305037,-0.10713726,0.5462898
0.15198727,-0.28808847,0.67158514
0.23220351,-0.31548476,0.74010223
0.31090578,-0.28757152,0.7790647
0.38204464,-0.2479444,0.8054909
0.44436452,-0.21371762,0.8272105
0.5001089,-0.18884285,0.84661615
0.55215186,-0.17231366,0.8641091
0.60281056,-0.16177942,0.87959176
0.6535438,-0.1549757,0.89296544
0.7050304,-0.15016197,0.9042329
0.7573692,-0.14614257,0.9134806
0.810265,-0.14214027,0.9208442
0.8631608,-0.13765125,0.9264752
0.9153212,-0.13232858,0.9305187
0.96586794,-0.1259128,0.93307924
1.0137943,-0.118200265,0.9341871
1.0579758,-0.10904147,0.93375117
1.0971836,-0.09836462,0.93149126
1.1301087,-0.0861891,0.9268647
1.1553978,-0.072637364,0.9189876
1.1716882,-0.057906408,0.9065622
1.1776328,-0.04222607,0.88784206
1.1718986,-0.025795553,0.86063826
1.1531335,-0.00873383,0.822391
1.1199031,0.008948349,0.7702992
1.0706004,0.027323263,0.7014905
1.0033504,0.04652553,0.6132273
0.91591614,0.06668253,0.50312376
0.8056322,0.08839183,0.37012792
0.6690252,0.11155233,0.21382084
0.5019432,0.13482115,0.033898897
0.30015105,0.15668932,-0.16764006
0.04905182,0.21409135,-0.32784298
-0.28936297,0.2793539,-0.45833495
-0.74695647,0.33820105,-0.5568809
-1.1947871,0.39944214,-0.6478737
-1.2183365,0.52766216,-0.7382822
-2.1278777,1.6919662,-0.86924255
-2.2401445,2.0670848,-1.0600402
-2.0875936,1.905352,-1.1687386
-1.4868969,1.1978838,-1.4602327
-0.7335603,0.80453897,-1.6522553
-0.74011403,0.30010697,-1.6403978
-0.65713567,-0.28431094,-1.4855039
1.7492957,-0.027904179,-2.3447711
2.3573983,-0.23044966,-2.7707708
2.4997792,-0.91175884,-2.7091415
2.455624,-1.5195785,-2.583655
2.3424852,-2.019381,-2.4612126
2.2053015,-2.389192,-2.342987
2.0454516,-2.628043,-2.2076674
1.8491361,-2.7213433,-2.026338
1.5703851,-2.6225317,-1.773858
1.1410645,-2.287206,-1.4052318
0.53241473,-1.7005008,-0.8281757
-0.23285753,-0.8891399,-0.002611817
-0.7568459,-0.3771338,0.71536154
-1.1873686,0.13675138,0.99344516
-1.4800763,0.67636317,0.9789818
-1.6561172,1.4469988,0.9802332
-1.6665645,1.7946672,1.0435457
-1.531854,1.9705844,1.0884595
-0.88764524,2.1037323,1.1139275
-0.48654208,2.0687156,0.98591816
-0.42613155,1.9204634,0.7599591
-0.63988775,1.5660001,0.43624303
-0.933628,1.1435733,0.16772999
-0.80475086,0.9778952,0.027707187
-0.7724565,0.6548104,-0.11931619
-0.73608565,0.24735479,-0.24735433
-0.4954819,0.062256314,-0.28678036
-0.4817539,-0.2251091,-0.29210335
-0.3822683,-0.36378285,-0.26141033
-0.39293084,-0.4882704,-0.20365977
-0.38205835,-0.5176501,-0.12881936
-0.42489743,-0.52560127,-0.044795092
-0.4553373,-0.4856852,0.03846124
-0.50612885,-0.44021165,0.115863435
-0.5428678,-0.3768641,0.17982845
-0.5811056,-0.31534746,0.2295395
-0.6062067,-0.24919245,0.26407784
-0.62638825,-0.18671812,0.28764844
-0.63755834,-0.12606774,0.30314395
-0.64348996,-0.0708281,0.31465667
-0.6437313,-0.021685593,0.3248366
-0.20425583,0.23965093,0.18959422
0.010716297,0.29205325,0.13028723
0.08630564,0.2287544,0.11731455
0.12875102,0.19100027,0.29599288
0.1602508,-0.13730709,0.5395796
0.22445409,-0.2995431,0.6743731
0.30756664,-0.3165242,0.7451311
0.3891806,-0.28419438,0.78384966
0.4618751,-0.2452825,0.81005174
0.5260276,-0.21356817,0.8313354
0.5844906,-0.19108824,0.8499408
0.64011353,-0.1760599,0.86629117
0.69490206,-0.16601111,0.8803851
0.7499262,-0.1588232,0.89222753
0.8055014,-0.15296173,0.9019147
0.8614086,-0.1474091,0.90961385
0.9170833,-0.14151885,0.91553086
0.97173685,-0.13488622,0.919874
1.024433,-0.12725632,0.92282265
1.0741266,-0.11847822,0.9244814
1.1196926,-0.108486,0.924831
1.1599492,-0.09729521,0.92366177
1.1936836,-0.085008815,0.9204974
1.2196786,-0.0717895,0.9145222
1.2367277,-0.057821203,0.9045144
1.2436352,-0.043271698,0.88880473
1.239188,-0.028223073,0.8652829
1.2221087,-0.01266161,0.83144206
1.1909819,0.0035294432,0.78448236
1.1441791,0.02053422,0.7214549
1.0797805,0.038556997,0.6394491
0.99551976,0.057745323,0.5358257
0.8887715,0.07834987,0.40882313
0.75644916,0.10085176,0.25849465
0.5946402,0.1234455,0.084155954
0.39973837,0.14446482,-0.11237691
0.16316731,0.1916023,-0.28267705
-0.14905466,0.25520822,-0.41572157
-0.5673576,0.31519294,-0.51553744
-1.1108999,0.36258772,-0.57365394
-1.9115123,1.4137088,-0.70441335
-2.2416692,2.0670273,-0.7986809
-2.1777062,2.2138398,-1.0398145
-1.8940113,2.0137644,-1.1721077
-1.1972678,1.2968787,-1.4756024
-0.6642314,0.6525702,-1.6831028
-0.7483757,0.10056835,-1.637275
-0.5688057,-0.4979033,-1.4964643
1.6708125,-0.16012165,-2.379635
2.2484255,-0.45711884,-2.7524462
2.3527002,-1.1751333,-2.6765976
2.2503731,-1.7987525,-2.5451226
2.091391,-2.2783706,-2.4204984
1.9148631,-2.6089988,-2.2920773
1.7145132,-2.790912,-2.1326184
1.4591868,-2.802901,-1.9193525
1.0877932,-2.5988257,-1.6267853
0.55312186,-2.142704,-1.1852227
-0.15518853,-1.3929335,-0.49221978
-0.68894887,-0.76469415,0.25814766
-1.0385677,-0.2453564,0.6877557
-1.2128303,0.2825087,0.804417
-1.3634596,0.9181004,0.88563746
-1.4564575,1.5643879,0.94028634
-1.3595427,1.7723507,1.0033145
-1.1911592,1.853223,1.0096251
-0.7975262,1.8654065,0.9588067
-0.56196654,1.7611314,0.7839684
-0.63518775,1.4894783,0.49215466
-0.9157271,1.1141354,0.1946599
-0.84279937,0.9859672,0.04996322
-0.7936666,0.74624056,-0.10508228
-0.7567487,0.40036407,-0.25222406
-0.57733166,0.18413405,-0.30519587
-0.51626426,-0.082669795,-0.3191198
-0.43015486,-0.2682256,-0.29617593
-0.40804252,-0.41279685,-0.24419188
-0.39441288,-0.48242736,-0.17195587
-0.41648492,-0.50998086,-0.08846956
-0.44460258,-0.4934596,-0.0017443082
-0.4866633,-0.45705986,0.0819207
-0.5259312,-0.40407383,0.15544637
-0.5640748,-0.34636852,0.21452267
-0.5936997,-0.28504747,0.2569481
-0.61649877,-0.22492203,0.28467795
-0.63120335,-0.16663806,0.30130392
-0.63974774,-0.11225311,0.3112762
-0.6427297,-0.062710464,0.31822127
-0.6411634,-0.019535422,0.325146
-0.27999666,0.2032716,0.2197828
-0.05721926,0.27525014,0.16797315
0.023882482,0.22378804,0.15816668
0.07562426,0.1554504,0.39845577
0.10165915,-0.18783875,0.58528167
0.17151278,-0.3119501,0.6929101
0.2548164,-0.3149396,0.749745
0.33388552,-0.2786027,0.78289294
0.40408632,-0.23777972,0.8067731
0.46543518,-0.20494609,0.8272402
0.52061117,-0.18203071,0.8457975
0.57252175,-0.16724461,0.86252177
0.6233652,-0.15802456,0.8772296
0.67446053,-0.15212797,0.889819
0.72637904,-0.14791182,0.90031046
0.77915627,-0.14427786,0.9088114
0.83246815,-0.14052486,0.91547984
0.88575643,-0.13619976,0.9204942
0.9382975,-0.13099304,0.92402893
0.9892316,-0.12466789,0.9262266
1.0375805,-0.11704596,0.9271653
1.0822511,-0.10800151,0.9268074
1.1220543,-0.097485594,0.9249378
1.155728,-0.08554188,0.9210873
1.1819735,-0.07230483,0.91445154
1.1994877,-0.05797608,0.9038179
1.2069839,-0.042778973,0.8875186
1.2031883,-0.026890906,0.863434
1.1868061,-0.010401686,0.82904667
1.156454,0.0067048618,0.7815623
1.1105794,0.02454041,0.7180659
1.0473644,0.04326012,0.6357211
0.96463984,0.0630198,0.5319809
0.85981864,0.084173456,0.40518615
0.7296962,0.10725231,0.25520778
0.5701181,0.13078143,0.08119926
0.3768818,0.15340829,-0.115445785
0.13949175,0.20220101,-0.2879043
-0.1763235,0.26673105,-0.4267433
-0.60322225,0.32775426,-0.5350059
-1.1601686,0.37286863,-0.61161745
-1.224101,0.49549094,-0.7220161
-2.0136435,1.5689977,-0.84196746
-2.206549,2.0600493,-0.9899417
-2.0824206,2.033628,-1.1188296
-1.524076,1.401758,-1.4139267
-0.7439575,0.8267364,-1.6530715
-0.7317854,0.3347487,-1.6651506
-0.6685423,-0.249516,-1.5244287
1.2423458,-0.59517246,-1.979725
2.1391845,-0.2639667,-2.7025633
2.3300936,-0.9438111,-2.6901836
2.2706954,-1.5758569,-2.5709863
2.1182475,-2.0821817,-2.4548044
1.9461932,-2.4452248,-2.3409257
1.752058,-2.6680686,-2.2052383
1.5159692,-2.731952,-2.0191877
1.1869701,-2.5926611,-1.7557746
0.7032524,-2.2113545,-1.3598973
0.06453031,-1.5889218,-0.7467775
-0.60312396,-0.79983056,0.06696497
-0.9154109,-0.5143245,0.6669052
-1.1972526,0.06230729,0.9395055
-1.3450024,0.70286584,0.98611915
-1.4895308,1.4828978,1.0122292
-1.4145206,1.8214654,1.0823587
-1.2356461,1.9652712,1.1164513
-0.7660977,2.0257816,1.1035247
-0.42454806,1.9923266,0.9769562
-0.3974574,1.8460431,0.7518515
-0.6266477,1.4962381,0.42439324
-0.94516456,1.1118894,0.170225
-0.8215187,0.96630216,0.028636813
-0.78414625,0.66933244,-0.12333952
-0.7498735,0.27292892,-0.26471114
-0.50958544,0.091257416,-0.3049069
-0.49322486,-0.19758382,-0.3098891
